order,rob_size,lq_size,sq_size,p_width,energy,performance,time,energy_baseline,performance_baseline
778936361276626,512,64,64,5,5.254854985934053,0.45182298127473997,659.3600000000001,5.254854985934053,0.45182298127473997
778936361276626,256,256,4,9,4.931162033378283,0.37334192563158003,643.5,4.931162033378283,0.37334192563158003
778936361276626,16,64,4,12,14.345534146070168,1.18668297589666,702.4100000000001,14.345534146070168,1.18668297589666
778936361276626,64,16,128,7,7.956485946668563,0.69809946587532,670.66,7.956485946668563,0.69809946587532
778936361276626,16,16,64,10,13.775503037045967,1.1846335955087,701.55,13.775503037045967,1.1846335955087
778936361276626,128,16,128,5,5.207302850942713,0.45523468402398,648.39,5.207302850942713,0.45523468402398
778936361276626,32,256,64,7,9.8194861625106,0.87739485059554,682.58,9.8194861625106,0.87739485059554
778936361276626,128,16,64,11,5.398379663838185,0.40236821113143995,644.64,5.398379663838185,0.40236821113143995
778936361276626,256,4,64,4,8.216216328757064,0.7710263995486399,681.0600000000001,8.216216328757064,0.7710263995486399
778936361276626,32,128,4,10,10.345769955145391,0.8715101750742,686.22,10.345769955145391,0.8715101750742
779485284485258,512,16,256,7,4.732167160508103,0.37180671740886,669.3100000000001,4.732167160508103,0.37180671740886
779485284485258,64,4,16,9,8.420124513026002,0.7117119374825,681.4399999999999,8.420124513026002,0.7117119374825
779485284485258,16,16,64,8,13.332775154746871,1.19267672149618,710.36,13.332775154746871,1.19267672149618
779485284485258,64,16,128,9,8.153129138571748,0.68372540338446,689.76,8.153129138571748,0.68372540338446
779485284485258,16,128,64,10,13.799724513207135,1.1846335955087,724.52,13.799724513207135,1.1846335955087
779485284485258,128,16,64,7,5.120744970440067,0.42406659386615997,666.12,5.120744970440067,0.42406659386615997
779485284485258,512,16,4,7,4.713138031098175,0.37264497142492004,667.53,4.713138031098175,0.37264497142492004
779485284485258,64,16,256,11,8.37915703687916,0.6700308653940399,681.36,8.37915703687916,0.6700308653940399
779485284485258,128,256,64,9,5.215659418079873,0.40797561790298,667.0200000000001,5.215659418079873,0.40797561790298
779485284485258,512,128,256,4,6.221417635132459,0.55904189134796,697.7700000000001,6.221417635132459,0.55904189134796
780054248196744,64,64,128,9,8.160237983181414,0.683726126396,695.16,8.160237983181414,0.683726126396
780054248196744,128,256,16,11,5.416276005499978,0.40263400935099997,665.37,5.416276005499978,0.40263400935099997
780054248196744,256,256,64,4,6.169246525862047,0.55905346378806,690.3900000000001,6.169246525862047,0.55905346378806
780054248196744,32,256,256,9,10.16697193947478,0.8684132692584999,713.73,10.16697193947478,0.8684132692584999
780054248196744,64,16,64,12,8.53897404598229,0.6705233947321,678.14,8.53897404598229,0.6705233947321
780054248196744,16,256,16,4,12.718355628528698,1.2280259478524598,727.3900000000001,12.718355628528698,1.2280259478524598
780054248196744,32,64,128,12,10.563791981721703,0.8513061304020999,707.59,10.563791981721703,0.8513061304020999
780054248196744,256,64,4,12,5.5011945999335445,0.39188760102886,671.02,5.5011945999335445,0.39188760102886
780054248196744,512,256,16,10,5.203563380312953,0.3794529790382,673.0600000000001,5.203563380312953,0.3794529790382
780054248196744,64,128,4,4,7.910926497185387,0.7433332498642,708.5500000000001,7.910926497185387,0.7433332498642
780619818428344,32,4,256,4,9.56023535267083,0.91001699915504,702.38,9.56023535267083,0.91001699915504
780619818428344,64,256,256,7,8.007985489168084,0.69809946587532,691.88,8.007985489168084,0.69809946587532
780619818428344,32,128,128,11,10.50084205163796,0.8640217848226799,700.96,10.50084205163796,0.8640217848226799
780619818428344,512,16,128,7,4.718463525439294,0.37180671740886,678.1,4.718463525439294,0.37180671740886
780619818428344,32,64,256,5,9.633890815348737,0.8971052321529599,702.7399999999999,9.633890815348737,0.8971052321529599
780619818428344,64,16,256,12,8.568156482716995,0.6705233947321,684.7800000000001,8.568156482716995,0.6705233947321
780619818428344,64,16,4,7,7.9445802000707335,0.6988800721616799,678.37,7.9445802000707335,0.6988800721616799
780619818428344,128,64,16,4,6.130282245378533,0.56140990800068,680.8100000000001,6.130282245378533,0.56140990800068
780619818428344,64,4,4,6,8.0430686969267,0.72669506085696,685.15,8.0430686969267,0.72669506085696
780619818428344,256,64,16,9,5.046710313755403,0.38739317287782,673.87,5.046710313755403,0.38739317287782
781184290086870,32,256,4,8,9.908043737451006,0.86776618028744,690.4800000000001,9.908043737451006,0.86776618028744
781184290086870,512,64,256,11,5.4890463766220945,0.39242389606343997,671.6600000000001,5.4890463766220945,0.39242389606343997
781184290086870,64,4,64,8,8.103986025368274,0.6985020083526999,677.26,8.103986025368274,0.6985020083526999
781184290086870,64,4,128,10,8.50976223959079,0.70170065082696,683.23,8.50976223959079,0.70170065082696
781184290086870,32,4,4,8,9.909343510070824,0.8715917297649001,686.13,9.909343510070824,0.8715917297649001
781184290086870,128,16,256,11,5.420098605353272,0.40236821113143995,663.45,5.420098605353272,0.40236821113143995
781184290086870,128,64,4,11,5.404959310570817,0.40315016978861995,667.6700000000001,5.404959310570817,0.40315016978861995
781184290086870,64,256,128,4,7.940888667060021,0.7425468651541199,686.1500000000001,7.940888667060021,0.7425468651541199
781184290086870,32,16,256,11,10.504912249926745,0.8640217848226799,689.3699999999999,10.504912249926745,0.8640217848226799
781184290086870,64,256,16,10,8.200570936417211,0.67076455800996,671.64,8.200570936417211,0.67076455800996
781730481762808,64,16,256,8,7.997481517837607,0.68378184939894,688.7,7.997481517837607,0.68378184939894
781730481762808,128,256,128,5,5.24045153626924,0.45632076206253996,666.04,5.24045153626924,0.45632076206253996
781730481762808,64,128,64,4,7.913211719568752,0.7425468651541199,680.3,7.913211719568752,0.7425468651541199
781730481762808,512,256,256,10,5.323330291104852,0.38896815321873995,673.29,5.323330291104852,0.38896815321873995
781730481762808,16,16,128,4,12.694918400882871,1.22793857854292,716.2599999999999,12.694918400882871,1.22793857854292
781730481762808,256,16,64,6,5.055483701614058,0.42504987163054,666.0200000000001,5.055483701614058,0.42504987163054
781730481762808,256,256,256,5,5.249914964769271,0.45183195427956,673.91,5.249914964769271,0.45183195427956
781730481762808,128,64,128,6,5.210807850406192,0.4437446969322,666.02,5.210807850406192,0.4437446969322
781730481762808,64,16,16,7,7.939582980844721,0.69831829677202,692.81,7.939582980844721,0.69831829677202
781730481762808,16,64,16,6,12.99237406088855,1.2094700282399198,725.48,12.99237406088855,1.2094700282399198
782302800386659,32,64,64,8,9.908295453334425,0.8694649765731199,684.5500000000001,9.908295453334425,0.8694649765731199
782302800386659,256,256,128,6,5.0850729052110974,0.42499859465586,664.3000000000001,5.0850729052110974,0.42499859465586
782302800386659,128,128,256,5,5.243916685846803,0.45632076206253996,671.61,5.243916685846803,0.45632076206253996
782302800386659,128,16,16,9,5.190875710068576,0.40828449564524,662.87,5.190875710068576,0.40828449564524
782302800386659,16,256,64,10,13.824757802630003,1.1846335955087,712.3000000000001,13.824757802630003,1.1846335955087
782302800386659,64,128,128,8,7.993514569647357,0.68378132951284,673.6399999999999,7.993514569647357,0.68378132951284
782302800386659,64,16,256,7,7.976128989214789,0.69809946587532,679.37,7.976128989214789,0.69809946587532
782302800386659,16,128,4,11,14.068370836876019,1.18556637625388,722.02,14.068370836876019,1.18556637625388
782302800386659,64,16,4,5,7.8202674799981695,0.7195158584773,688.1800000000001,7.8202674799981695,0.7195158584773
782302800386659,32,16,4,6,9.594656348099862,0.87960992650758,686.86,9.594656348099862,0.87960992650758
782875194009251,64,64,16,10,8.176698068123368,0.67076455800996,675.5899999999999,8.176698068123368,0.67076455800996
782875194009251,16,64,4,6,12.995215051019327,1.2099246942716797,717.5899999999999,12.995215051019327,1.2099246942716797
782875194009251,32,64,4,11,10.473777948613419,0.8646089139097201,693.2099999999999,10.473777948613419,0.8646089139097201
782875194009251,64,4,4,10,8.497363179616293,0.7023817699388799,691.5799999999999,8.497363179616293,0.7023817699388799
782875194009251,32,4,128,4,9.53673593507015,0.91001699915504,698.96,9.53673593507015,0.91001699915504
782875194009251,32,128,4,11,10.483812505445886,0.8646089139097201,691.38,10.483812505445886,0.8646089139097201
782875194009251,256,64,256,9,5.007211701513673,0.38026278956793996,669.32,5.007211701513673,0.38026278956793996
782875194009251,256,128,16,10,5.106799182064643,0.3794532460832,672.1800000000001,5.106799182064643,0.3794532460832
782875194009251,16,64,64,4,12.691046780258928,1.22793857854292,711.58,12.691046780258928,1.22793857854292
782875194009251,16,4,256,9,13.641716130690577,1.1929906225370999,717.96,13.641716130690577,1.1929906225370999
783443874016972,32,64,4,9,10.097893430068094,0.8689792435044801,699.79,10.097893430068094,0.8689792435044801
783443874016972,128,16,4,8,5.00646274706225,0.40000827724433996,679.08,5.00646274706225,0.40000827724433996
783443874016972,128,128,4,4,6.142403368777791,0.5620033723107399,691.13,6.142403368777791,0.5620033723107399
783443874016972,32,4,16,9,10.085849483273027,0.86869427912238,702.39,10.085849483273027,0.86869427912238
783443874016972,16,128,16,7,12.795357935396407,1.1651201747342002,710.6,12.795357935396407,1.1651201747342002
783443874016972,64,128,4,5,7.836322407326867,0.7195158584773,686.1600000000001,7.836322407326867,0.7195158584773
783443874016972,256,64,64,11,5.361846401917576,0.39140401550256,667.4,5.361846401917576,0.39140401550256
783443874016972,256,256,16,10,5.117156903243472,0.3794532460832,668.7,5.117156903243472,0.3794532460832
783443874016972,64,4,16,12,8.830348933668715,0.6985587469897799,684.8,8.830348933668715,0.6985587469897799
783443874016972,32,256,64,10,10.40828774616502,0.87432837995658,696.2800000000001,10.40828774616502,0.87432837995658
784012657238794,16,128,4,9,13.614265618727991,1.19344151870942,715.8199999999998,13.614265618727991,1.19344151870942
784012657238794,16,16,128,7,12.797874039749328,1.16505203129156,706.72,12.797874039749328,1.16505203129156
784012657238794,128,64,256,12,5.571425985284568,0.40369377283846,658.4399999999999,5.571425985284568,0.40369377283846
784012657238794,128,256,128,10,5.31540994082782,0.40411906187966,660.33,5.31540994082782,0.40411906187966
784012657238794,32,16,128,8,9.911673476530122,0.8694649765731199,693.5999999999999,9.911673476530122,0.8694649765731199
784012657238794,16,128,256,5,12.95977200570747,1.22404155634666,726.15,12.95977200570747,1.22404155634666
784012657238794,64,256,4,10,8.20529764451945,0.67132240582834,675.5400000000001,8.20529764451945,0.67132240582834
784012657238794,128,256,4,11,5.421415720571877,0.40315016978861995,659.84,5.421415720571877,0.40315016978861995
784012657238794,32,16,4,5,9.583961057179573,0.89770593795386,700.12,9.583961057179573,0.89770593795386
784012657238794,256,256,128,8,4.888550016801064,0.37965020953497997,658.42,4.888550016801064,0.37965020953497997
784587993218905,256,128,128,11,5.285089979078451,0.38208852674908,665.4099999999999,5.285089979078451,0.38208852674908
784587993218905,256,128,128,9,4.998804252278443,0.38026278956793996,666.55,4.998804252278443,0.38026278956793996
784587993218905,32,4,16,10,10.344173103635846,0.87304979204682,690.31,10.344173103635846,0.87304979204682
784587993218905,64,128,256,4,7.944351183829496,0.7425468651541199,684.52,7.944351183829496,0.7425468651541199
784587993218905,128,64,4,8,5.0112682392876735,0.40000822752844,667.23,5.0112682392876735,0.40000822752844
784587993218905,64,4,64,6,8.046748040128143,0.72605316048868,683.27,8.046748040128143,0.72605316048868
784587993218905,16,64,128,10,13.801538990674427,1.1846335955087,707.6500000000001,13.801538990674427,1.1846335955087
784587993218905,32,256,256,11,10.542656237512716,0.8640217848226799,694.96,10.542656237512716,0.8640217848226799
784587993218905,512,4,16,8,8.27362052369849,0.6985918321957599,684.1600000000001,8.27362052369849,0.6985918321957599
784587993218905,128,256,128,11,5.427147466500522,0.40233856199018,663.12,5.427147466500522,0.40233856199018
785142849645566,32,64,16,6,9.599262030475693,0.8790700758886,695.18,9.599262030475693,0.8790700758886
785142849645566,16,256,16,11,14.090346964948912,1.18513946022,714.87,14.090346964948912,1.18513946022
785142849645566,128,16,4,10,5.275275256509226,0.40393743706237994,668.76,5.275275256509226,0.40393743706237994
785142849645566,32,128,16,4,9.376533809998753,0.8942403868057999,699.48,9.376533809998753,0.8942403868057999
785142849645566,512,256,256,6,5.1535772527600265,0.42498986596186,678.38,5.1535772527600265,0.42498986596186
785142849645566,256,128,128,7,4.667260360294328,0.37174963789326,668.1500000000001,4.667260360294328,0.37174963789326
785142849645566,64,16,16,12,8.532848127624511,0.67075414749628,676.5200000000001,8.532848127624511,0.67075414749628
785142849645566,32,256,128,11,10.519995946296191,0.8640217848226799,687.89,10.519995946296191,0.8640217848226799
785142849645566,16,4,16,10,13.763024301947098,1.1847765599584599,724.02,13.763024301947098,1.1847765599584599
785142849645566,64,16,256,6,7.94446933064182,0.7113571123021198,677.28,7.94446933064182,0.7113571123021198
785707381517967,256,256,128,4,6.178222511042026,0.55905346378806,676.54,6.178222511042026,0.55905346378806
785707381517967,32,16,256,5,9.625108187457567,0.8971052321529599,712.62,9.625108187457567,0.8971052321529599
785707381517967,32,64,16,10,10.369166733492406,0.8744177222584999,699.3399999999999,10.369166733492406,0.8744177222584999
785707381517967,64,16,16,8,7.961467002729235,0.6839860695056799,673.03,7.961467002729235,0.6839860695056799
785707381517967,16,64,128,9,13.625276559239396,1.1929399165774799,721.49,13.625276559239396,1.1929399165774799
785707381517967,16,16,64,5,12.890379336754588,1.22404155634666,727.47,12.890379336754588,1.22404155634666
785707381517967,512,64,256,6,5.136491842581595,0.42498986596186,668.47,5.136491842581595,0.42498986596186
785707381517967,128,64,256,8,5.032272993506034,0.39918130592858,671.93,5.032272993506034,0.39918130592858
785707381517967,64,128,128,9,8.168553569700999,0.683726126396,686.51,8.168553569700999,0.683726126396
785707381517967,16,64,128,11,14.079094987830718,1.1850744630801997,730.4099999999999,14.079094987830718,1.1850744630801997
786283895811368,512,16,256,5,5.272932269188711,0.45187018580055993,673.28,5.272932269188711,0.45187018580055993
786283895811368,16,16,16,6,12.981026602200611,1.2094700282399198,727.73,12.981026602200611,1.2094700282399198
786283895811368,128,16,16,6,5.1940008946638905,0.4440301428684,671.47,5.1940008946638905,0.4440301428684
786283895811368,16,128,16,11,14.065302206347145,1.18513946022,734.35,14.065302206347145,1.18513946022
786283895811368,64,4,4,4,8.102511331412412,0.7661321709808,701.96,8.102511331412412,0.7661321709808
786283895811368,64,64,256,10,8.212096404177851,0.6705329416059601,673.3400000000001,8.212096404177851,0.6705329416059601
786283895811368,16,4,4,4,12.6406483928478,1.2256369628681598,728.6999999999999,12.6406483928478,1.2256369628681598
786283895811368,128,4,4,7,8.244018010602074,0.7266591745037799,693.54,8.244018010602074,0.7266591745037799
786283895811368,128,4,64,6,8.071562646299046,0.7260534559424201,675.05,8.071562646299046,0.7260534559424201
786283895811368,32,128,16,11,10.480140679860991,0.86411191122068,690.16,10.480140679860991,0.86411191122068
786863532529438,128,128,4,8,5.016907657187699,0.40000822752844,665.45,5.016907657187699,0.40000822752844
786863532529438,64,64,4,12,8.544751454657774,0.6713167992937,669.16,8.544751454657774,0.6713167992937
786863532529438,128,64,128,11,5.410690178666653,0.40233856199018,661.4699999999999,5.410690178666653,0.40233856199018
786863532529438,16,256,16,8,13.369966351836648,1.1927534331115999,720.8,13.369966351836648,1.1927534331115999
786863532529438,16,16,128,6,13.008515333736772,1.20940592172012,719.6700000000001,13.008515333736772,1.20940592172012
786863532529438,32,16,4,10,10.327046046788185,0.8715101750742,697.11,10.327046046788185,0.8715101750742
786863532529438,16,256,256,11,14.145725521159317,1.1850744630801997,724.96,14.145725521159317,1.1850744630801997
786863532529438,16,16,16,10,13.763912361888492,1.1846947588504,723.97,13.763912361888492,1.1846947588504
786863532529438,256,64,128,5,5.216947883277048,0.45183195427956,674.36,5.216947883277048,0.45183195427956
786863532529438,32,128,64,12,10.561975609221482,0.8513061304020999,702.32,10.561975609221482,0.8513061304020999
787430159920218,64,4,4,7,8.216110341409427,0.72667185489794,686.95,8.216110341409427,0.72667185489794
787430159920218,16,64,16,4,12.679043321872014,1.2280259478524598,710.62,12.679043321872014,1.2280259478524598
787430159920218,128,4,256,10,8.53221122070666,0.6984562853483399,683.7600000000001,8.53221122070666,0.6984562853483399
787430159920218,256,64,64,8,4.86576161302761,0.37967718536788,662.88,4.86576161302761,0.37967718536788
787430159920218,256,16,64,4,6.1426748658167885,0.5590848245707,686.13,6.1426748658167885,0.5590848245707
787430159920218,128,128,4,5,5.210446633151559,0.45600443376724,665.13,5.210446633151559,0.45600443376724
787430159920218,128,128,64,8,5.016253526389037,0.39918132581497995,665.18,5.016253526389037,0.39918132581497995
787430159920218,32,256,4,7,9.881532478680432,0.8843393449907,693.9200000000001,9.881532478680432,0.8843393449907
787430159920218,32,64,4,4,9.50486862603037,0.9082562096395399,700.22,9.50486862603037,0.9082562096395399
787430159920218,64,128,128,12,8.564214013034915,0.67052276121,682.79,8.564214013034915,0.67052276121
787980422376136,256,128,256,8,4.892016469373788,0.37965020953497997,671.31,4.892016469373788,0.37965020953497997
787980422376136,256,256,256,8,4.902396852925186,0.37965020953497997,672.06,4.902396852925186,0.37965020953497997
787980422376136,64,16,128,12,8.549016513664286,0.6705233947321,672.35,8.549016513664286,0.6705233947321
787980422376136,32,128,64,9,10.113064980830808,0.8684132692584999,687.95,10.113064980830808,0.8684132692584999
787980422376136,32,128,128,10,10.400890495898269,0.87432837995658,686.47,10.400890495898269,0.87432837995658
787980422376136,128,4,64,4,8.18092732520473,0.7710263995486399,686.4200000000001,8.18092732520473,0.7710263995486399
787980422376136,512,16,256,9,5.0074709693526485,0.37248576538128003,660.5999999999999,5.0074709693526485,0.37248576538128003
787980422376136,256,16,16,9,4.906230721543466,0.37279197409473996,668.84,4.906230721543466,0.37279197409473996
787980422376136,128,16,64,9,5.194859009674957,0.40802435794282,680.73,5.194859009674957,0.40802435794282
787980422376136,128,64,256,11,5.424951211621314,0.40233856199018,667.39,5.424951211621314,0.40233856199018
788528038902165,128,16,16,12,5.541714884054157,0.40401007102878,672.8800000000001,5.541714884054157,0.40401007102878
788528038902165,128,256,4,8,5.027656003368664,0.40000822752844,673.64,5.027656003368664,0.40000822752844
788528038902165,16,128,16,9,13.611116295269913,1.1929939634453999,723.21,13.611116295269913,1.1929939634453999
788528038902165,64,16,4,8,7.96656786737727,0.68454942159176,676.7499999999999,7.96656786737727,0.68454942159176
788528038902165,64,256,64,5,7.85499988674662,0.7187356328870399,683.7299999999999,7.85499988674662,0.7187356328870399
788528038902165,64,64,4,6,7.919345926724562,0.7121439955728799,676.95,7.919345926724562,0.7121439955728799
788528038902165,64,128,256,8,8.012894632981679,0.68378132951284,688.48,8.012894632981679,0.68378132951284
788528038902165,32,256,128,7,9.83145757792332,0.87739485059554,709.21,9.83145757792332,0.87739485059554
788528038902165,32,4,128,7,9.77251190895729,0.87552065398724,685.46,9.77251190895729,0.87552065398724
788528038902165,64,4,128,12,8.847669376261267,0.6984483421690599,676.24,8.847669376261267,0.6984483421690599
789106482878966,16,4,256,11,14.09551181861749,1.18512072301104,730.28,14.09551181861749,1.18512072301104
789106482878966,64,16,256,10,8.20512751655841,0.6705312384817199,682.96,8.20512751655841,0.6705312384817199
789106482878966,16,128,64,7,12.807044073078067,1.16505203129156,719.4300000000001,12.807044073078067,1.16505203129156
789106482878966,64,4,64,10,8.499459356719054,0.70170065082696,691.09,8.499459356719054,0.70170065082696
789106482878966,256,4,128,12,8.975720089002431,0.69838696436296,701.1,8.975720089002431,0.69838696436296
789106482878966,32,64,256,4,9.411046191831758,0.8941579592800599,698.21,9.411046191831758,0.8941579592800599
789106482878966,16,256,16,12,14.388196705855485,1.1869252436745399,722.51,14.388196705855485,1.1869252436745399
789106482878966,32,128,16,6,9.609434020796158,0.8790700758886,699.03,9.609434020796158,0.8790700758886
789106482878966,256,256,64,5,5.226824798711568,0.45183195427956,673.8,5.226824798711568,0.45183195427956
789106482878966,512,256,256,7,4.751609640092241,0.37174096033614,673.19,4.751609640092241,0.37174096033614
789683343016853,128,16,256,12,5.566790626413002,0.40371290493535994,673.0699999999999,5.566790626413002,0.40371290493535994
789683343016853,256,256,64,9,5.070334570885583,0.38763982563756,669.04,5.070334570885583,0.38763982563756
789683343016853,16,64,128,5,12.917107348216593,1.22404155634666,732.62,12.917107348216593,1.22404155634666
789683343016853,32,16,256,7,9.816096814397834,0.87739485059554,694.23,9.816096814397834,0.87739485059554
789683343016853,512,256,64,10,5.282680712104115,0.387015872188,673.07,5.282680712104115,0.387015872188
789683343016853,256,128,64,5,5.2151307526977915,0.45183195427956,670.46,5.2151307526977915,0.45183195427956
789683343016853,32,256,16,7,9.81069261622586,0.87749958353546,715.51,9.81069261622586,0.87749958353546
789683343016853,256,128,64,9,5.05980830347973,0.38763982563756,669.0500000000001,5.05980830347973,0.38763982563756
789683343016853,64,256,16,7,7.971447615762411,0.69831829677202,677.56,7.971447615762411,0.69831829677202
789683343016853,16,16,16,11,14.041133610307963,1.18513946022,730.4199999999998,14.041133610307963,1.18513946022
790270954337632,64,64,4,9,8.148800654888408,0.68450930797138,680.81,8.148800654888408,0.68450930797138
790270954337632,256,16,256,8,4.8822569313748705,0.37968657599308,669.12,4.8822569313748705,0.37968657599308
790270954337632,16,4,64,8,13.32538494608659,1.1921566689435,721.39,13.32538494608659,1.1921566689435
790270954337632,256,16,128,10,5.096891739981814,0.37808242023239996,676.8499999999999,5.096891739981814,0.37808242023239996
790270954337632,16,64,128,8,13.358952667364017,1.19267672149618,722.3000000000001,13.358952667364017,1.19267672149618
790270954337632,64,128,256,6,7.960381222875963,0.7113571222452999,691.52,7.960381222875963,0.7113571222452999
790270954337632,128,256,128,12,5.573635255564955,0.40369377283846,670.9,5.573635255564955,0.40369377283846
790270954337632,16,4,4,6,12.983218146700752,1.20998121984882,722.6099999999999,12.983218146700752,1.20998121984882
790270954337632,512,4,16,12,9.08539217245977,0.69852175125088,687.18,9.08539217245977,0.69852175125088
790270954337632,16,16,4,8,13.281439839599546,1.18923576888298,719.8,13.281439839599546,1.18923576888298
790844756920955,16,64,4,5,12.891886789301253,1.2245541215298,726.5,12.891886789301253,1.2245541215298
790844756920955,128,64,128,8,5.018070551440967,0.39918130592858,668.2,5.018070551440967,0.39918130592858
790844756920955,64,256,128,7,7.98834327577627,0.69809946587532,689.1899999999999,7.98834327577627,0.69809946587532
790844756920955,512,128,64,11,5.463455291796298,0.39144111202774,679.8000000000001,5.463455291796298,0.39144111202774
790844756920955,16,64,16,5,12.889017988581735,1.2240963134384801,724.4100000000001,12.889017988581735,1.2240963134384801
790844756920955,128,4,16,10,8.495242062818194,0.6985668378964,681.02,8.495242062818194,0.6985668378964
790844756920955,64,128,4,7,7.96027385896347,0.6988800721616799,678.61,7.96027385896347,0.6988800721616799
790844756920955,32,64,16,7,9.781092200465926,0.87749958353546,702.23,9.781092200465926,0.87749958353546
790844756920955,256,4,256,7,8.332196325030463,0.72602634373148,683.7800000000001,8.332196325030463,0.72602634373148
790844756920955,32,16,64,10,10.370173890508495,0.87432837995658,704.2299999999999,10.370173890508495,0.87432837995658
791416037877710,32,64,64,11,10.478924039366042,0.8640217848226799,698.1300000000001,10.478924039366042,0.8640217848226799
791416037877710,16,16,16,4,12.66761226589022,1.2280259478524598,707.31,12.66761226589022,1.2280259478524598
791416037877710,128,128,16,12,5.5522415019813876,0.40400328978208,658.01,5.5522415019813876,0.40400328978208
791416037877710,128,4,64,5,8.033543258338627,0.73927584528574,689.47,8.033543258338627,0.73927584528574
791416037877710,256,4,128,10,8.584464361018377,0.69844144587484,688.86,8.584464361018377,0.69844144587484
791416037877710,256,128,64,11,5.3674048853330225,0.39140401550256,663.7099999999999,5.3674048853330225,0.39140401550256
791416037877710,16,256,128,11,14.11721864692104,1.1850744630801997,714.96,14.11721864692104,1.1850744630801997
791416037877710,256,4,16,5,8.067630531426394,0.73939488927968,693.0400000000001,8.067630531426394,0.73939488927968
791416037877710,512,256,16,9,5.140814071633537,0.38739290583282,663.8199999999999,5.140814071633537,0.38739290583282
791416037877710,128,4,128,6,8.082133067707522,0.7260534559424201,689.2199999999999,8.082133067707522,0.7260534559424201
791975046374278,32,64,256,9,10.137621517164838,0.8684132692584999,705.4599999999999,10.137621517164838,0.8684132692584999
791975046374278,256,16,4,6,5.057285099363677,0.42587629041282,668.55,5.057285099363677,0.42587629041282
791975046374278,16,256,256,8,13.42593125293805,1.19267672149618,720.29,13.42593125293805,1.19267672149618
791975046374278,512,256,16,11,5.469603868595362,0.39154797167134,668.83,5.469603868595362,0.39154797167134
791975046374278,32,128,64,5,9.608811237329764,0.8971052321529599,697.02,9.608811237329764,0.8971052321529599
791975046374278,64,4,16,7,8.211563943783764,0.7261185269414,685.16,8.211563943783764,0.7261185269414
791975046374278,32,256,128,6,9.650536615266635,0.8789857534696199,689.0899999999999,9.650536615266635,0.8789857534696199
791975046374278,128,64,64,12,5.549666417689175,0.40369427994055995,665.36,5.549666417689175,0.40369427994055995
791975046374278,64,4,128,5,8.023315908953151,0.73930083676804,682.49,8.023315908953151,0.73930083676804
791975046374278,128,64,4,7,4.995968250881807,0.41189573506468,662.6200000000001,4.995968250881807,0.41189573506468
792544303823705,512,4,64,5,8.128608392840507,0.73927584528574,702.4,8.128608392840507,0.73927584528574
792544303823705,256,64,256,12,5.497794151370894,0.38881977828695996,664.49,5.497794151370894,0.38881977828695996
792544303823705,16,4,16,11,14.039868777469048,1.18520590194668,714.22,14.039868777469048,1.18520590194668
792544303823705,256,256,128,10,5.1446312700061725,0.3809428064092,657.75,5.1446312700061725,0.3809428064092
792544303823705,512,64,64,4,6.188226188091523,0.55904189134796,687.8000000000001,6.188226188091523,0.55904189134796
792544303823705,16,64,256,10,13.830037163989832,1.1846335955087,718.39,13.830037163989832,1.1846335955087
792544303823705,16,16,4,10,13.776435178563554,1.18598447646014,714.49,13.776435178563554,1.18598447646014
792544303823705,32,128,4,4,9.515320209644635,0.9082562096395399,696.45,9.515320209644635,0.9082562096395399
792544303823705,512,16,128,5,5.2577722971207725,0.45187018580055993,672.24,5.2577722971207725,0.45187018580055993
792544303823705,256,256,128,12,5.499841413431401,0.38881977828695996,668.93,5.499841413431401,0.38881977828695996
